Country,Year,Month,Region,Fires_Count,Burned_Area_Ha,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh
Portugal,1992,August,Porto,42,5697,Human,37,9,25
Italy,1992,October,Sicily,209,65012,Lightning,40,87,27
Italy,1992,August,Sardinia,7,66661,Unknown,34,74,53
Russia,1992,August,Siberia,291,88161,Lightning,40,32,6
Russia,1992,July,Far East,78,85365,Human,47,9,38
Canada,1992,October,British Columbia,218,30231,Human,42,63,22
Canada,1992,June,Alberta,213,26100,Unknown,21,93,41
France,1992,July,Corsica,333,81718,Deforestation,23,27,33
France,1992,August,Provence,419,95443,Lightning,36,39,31
China,1992,September,Yunnan,183,90827,Climate Change,40,10,35
China,1992,May,Sichuan,375,90736,Lightning,19,79,12
India,1992,October,Madhya Pradesh,369,48961,Unknown,49,89,3
India,1992,September,Assam,378,84628,Lightning,48,79,37
Turkey,1993,July,Mugla,205,70185,Lightning,46,64,13
Turkey,1993,September,Antalya,36,95540,Unknown,47,47,10
Turkey,1993,June,Izmir,491,67862,Lightning,34,43,24
Spain,1993,May,Catalonia,304,83424,Deforestation,37,62,49
Spain,1993,June,Andalusia,105,90780,Unknown,33,66,27
USA,1993,July,California,125,63637,Deforestation,40,37,69
USA,1993,May,Texas,140,54053,Climate Change,37,74,56
USA,1993,July,Oregon,488,91233,Climate Change,36,13,35
Brazil,1993,July,Amazonas,414,8399,Climate Change,36,72,49
Brazil,1993,June,Mato Grosso,148,10291,Climate Change,36,69,65
Greece,1993,August,Athens,451,83617,Lightning,31,75,46
Greece,1993,August,Crete,120,42976,Lightning,15,6,50
Australia,1993,October,New South Wales,484,65536,Deforestation,31,80,25
Australia,1993,October,Victoria,240,11009,Unknown,21,54,61
Portugal,1993,May,Lisbon,34,39535,Human,45,86,47
Portugal,1993,July,Porto,134,45912,Human,25,84,55
Italy,1993,July,Sicily,56,81976,Unknown,22,55,27
Italy,1993,May,Sardinia,450,66976,Lightning,44,15,54
Russia,1993,May,Siberia,137,40994,Lightning,40,29,45
Russia,1993,October,Far East,329,11035,Lightning,16,72,13
Canada,1993,July,British Columbia,72,24590,Human,24,10,16
Canada,1993,June,Alberta,35,39993,Climate Change,20,37,30
France,1993,September,Corsica,384,99097,Unknown,44,25,56
France,1993,June,Provence,324,5393,Unknown,36,64,12
China,1993,July,Yunnan,236,30896,Lightning,36,60,18
China,1993,October,Sichuan,285,83698,Climate Change,40,54,12
India,1993,September,Madhya Pradesh,101,66581,Climate Change,15,43,28
India,1993,August,Assam,164,52236,Human,32,26,32
Turkey,1994,August,Mugla,333,20881,Deforestation,47,47,2
Turkey,1994,August,Antalya,61,71788,Climate Change,29,13,46
Turkey,1994,August,Izmir,209,96379,Climate Change,24,46,23
Spain,1994,August,Catalonia,90,37730,Climate Change,34,78,54
Spain,1994,August,Andalusia,465,90399,Unknown,26,23,3
USA,1994,August,California,73,28046,Lightning,31,28,31
USA,1994,July,Texas,55,30367,Climate Change,17,9,29
USA,1994,October,Oregon,368,62794,Deforestation,22,76,16
Brazil,1994,July,Amazonas,308,73186,Unknown,21,75,7
Brazil,1994,June,Mato Grosso,247,45735,Deforestation,20,94,52
Greece,1994,October,Athens,399,95255,Climate Change,34,14,27
Greece,1994,July,Crete,374,46366,Unknown,37,89,40
Australia,1994,June,New South Wales,397,20539,Human,31,46,30
Australia,1994,August,Victoria,327,75704,Human,22,18,40
Portugal,1994,June,Lisbon,227,63689,Unknown,18,88,21
Portugal,1994,July,Porto,118,95311,Lightning,47,22,48
Italy,1994,July,Sicily,427,4658,Human,27,59,44
Italy,1994,August,Sardinia,75,62495,Unknown,27,58,45
Russia,1994,October,Siberia,18,93654,Deforestation,45,45,36
Russia,1994,October,Far East,270,46004,Deforestation,44,48,56
Canada,1994,June,British Columbia,87,46002,Unknown,36,43,43
Canada,1994,May,Alberta,252,8217,Unknown,44,24,43
France,1994,May,Corsica,91,73064,Lightning,44,43,58
France,1994,July,Provence,445,67661,Climate Change,21,9,52
China,1994,June,Yunnan,396,11035,Human,25,26,12
China,1994,August,Sichuan,100,77918,Human,38,47,23
India,1994,July,Madhya Pradesh,146,97253,Climate Change,46,42,47
India,1994,June,Assam,138,92490,Human,48,15,42
Turkey,1995,May,Mugla,434,73438,Lightning,35,74,66
Turkey,1995,June,Antalya,447,15665,Unknown,41,77,56
Turkey,1995,October,Izmir,483,70580,Climate Change,35,31,42
Spain,1995,August,Catalonia,276,42630,Unknown,49,23,58
Spain,1995,September,Andalusia,126,65146,Deforestation,49,84,60
USA,1995,May,California,21,51850,Climate Change,42,79,40
USA,1995,October,Texas,92,60484,Human,49,74,46
USA,1995,August,Oregon,237,99310,Unknown,39,35,46
Brazil,1995,July,Amazonas,327,69974,Human,39,85,39
Brazil,1995,August,Mato Grosso,424,98870,Unknown,16,85,31
Greece,1995,June,Athens,231,15264,Unknown,47,69,5
Greece,1995,October,Crete,371,99006,Human,42,26,26
Australia,1995,May,New South Wales,63,77337,Unknown,26,20,17
Australia,1995,May,Victoria,59,75552,Climate Change,41,25,67
Portugal,1995,June,Lisbon,203,44397,Human,18,47,64
Portugal,1995,July,Porto,455,68445,Lightning,38,38,60
Italy,1995,June,Sicily,134,17901,Unknown,31,86,15
Italy,1995,May,Sardinia,211,78127,Deforestation,30,36,24
Russia,1995,October,Siberia,166,9925,Lightning,21,37,69
Russia,1995,July,Far East,68,8023,Lightning,18,65,21
Canada,1995,July,British Columbia,467,25105,Human,48,80,29
Canada,1995,July,Alberta,12,78782,Human,38,70,65
France,1995,May,Corsica,385,82289,Human,17,9,66
France,1995,October,Provence,23,80196,Lightning,44,80,11
China,1995,June,Yunnan,404,50635,Climate Change,29,52,12
China,1995,August,Sichuan,38,57351,Deforestation,23,86,20
India,1995,August,Madhya Pradesh,330,4310,Human,46,84,23
India,1995,August,Assam,246,83706,Lightning,45,9,55
Turkey,1996,October,Mugla,450,18556,Unknown,48,16,23
Turkey,1996,May,Antalya,256,21888,Unknown,43,31,56
Turkey,1996,May,Izmir,137,97872,Climate Change,27,46,16
Spain,1996,June,Catalonia,310,55141,Deforestation,27,72,48
Spain,1996,October,Andalusia,93,96558,Lightning,26,17,10
USA,1996,July,California,177,57161,Deforestation,24,27,46
USA,1996,September,Texas,166,58099,Climate Change,46,42,57
USA,1996,October,Oregon,201,39818,Human,32,32,51
Brazil,1996,June,Amazonas,261,8408,Lightning,33,63,69
Brazil,1996,July,Mato Grosso,455,43532,Lightning,42,38,40
Greece,1996,July,Athens,130,98742,Lightning,17,27,18
Greece,1996,June,Crete,111,50421,Unknown,20,35,10
Australia,1996,October,New South Wales,167,11444,Unknown,26,67,53
Australia,1996,September,Victoria,412,90285,Lightning,44,33,11
Portugal,1996,August,Lisbon,406,18740,Deforestation,15,85,47
Portugal,1996,August,Porto,397,10783,Unknown,47,7,52
Italy,1996,June,Sicily,202,87838,Unknown,20,16,10
Italy,1996,May,Sardinia,309,12726,Human,46,39,50
Russia,1996,October,Siberia,148,24760,Unknown,38,12,22
Russia,1996,August,Far East,340,17773,Unknown,29,8,63
Canada,1996,July,British Columbia,490,85644,Human,49,59,29
Canada,1996,September,Alberta,51,4325,Deforestation,19,78,29
France,1996,October,Corsica,50,32826,Climate Change,30,44,31
France,1996,May,Provence,231,71716,Human,38,52,50
China,1996,May,Yunnan,134,3900,Human,47,21,32
China,1996,June,Sichuan,330,52938,Human,44,38,19
India,1996,May,Madhya Pradesh,60,44478,Lightning,41,59,20
India,1996,August,Assam,51,18738,Deforestation,16,55,29
Turkey,1997,May,Mugla,62,51442,Human,26,47,30
Turkey,1997,July,Antalya,53,85990,Climate Change,16,91,27
Turkey,1997,August,Izmir,78,61586,Unknown,46,46,32
Spain,1997,October,Catalonia,21,89399,Unknown,22,53,39
Spain,1997,September,Andalusia,32,30384,Climate Change,22,15,48
USA,1997,September,California,278,16021,Human,36,49,62
USA,1997,July,Texas,131,69056,Climate Change,21,65,37
USA,1997,July,Oregon,484,58910,Lightning,25,86,6
Brazil,1997,July,Amazonas,250,64902,Deforestation,37,85,11
Brazil,1997,June,Mato Grosso,240,69726,Lightning,17,63,4
Greece,1997,October,Athens,390,3654,Human,23,40,3
Greece,1997,September,Crete,422,4222,Climate Change,21,26,69
Australia,1997,October,New South Wales,102,55311,Lightning,39,69,62
Australia,1997,September,Victoria,187,13650,Lightning,21,89,51
Portugal,1997,August,Lisbon,467,87922,Human,48,39,40
Portugal,1997,October,Porto,210,12570,Deforestation,19,34,5
Italy,1997,July,Sicily,497,34989,Lightning,38,26,45
Italy,1997,July,Sardinia,439,96312,Deforestation,20,36,3
Russia,1997,September,Siberia,63,45919,Deforestation,23,81,15
Russia,1997,July,Far East,143,14513,Lightning,34,84,59
Canada,1997,June,British Columbia,125,96947,Climate Change,42,22,27
Canada,1997,October,Alberta,139,47301,Human,21,39,53
France,1997,June,Corsica,491,69496,Human,42,48,57
France,1997,June,Provence,155,4949,Deforestation,20,37,63
China,1997,August,Yunnan,376,34887,Lightning,48,45,11
China,1997,August,Sichuan,463,97564,Deforestation,47,11,5
India,1997,October,Madhya Pradesh,78,89522,Unknown,18,31,18
India,1997,September,Assam,230,6083,Unknown,20,58,9
Turkey,1998,June,Mugla,185,77895,Climate Change,19,51,41
Turkey,1998,June,Antalya,139,21743,Human,42,47,48
Turkey,1998,May,Izmir,346,59801,Lightning,41,76,7
Spain,1998,July,Catalonia,225,88524,Lightning,19,75,23
Spain,1998,July,Andalusia,435,64472,Unknown,46,87,2
USA,1998,October,California,178,76123,Unknown,22,36,31
USA,1998,October,Texas,480,48076,Unknown,46,93,62
USA,1998,May,Oregon,401,97468,Lightning,24,63,58
Brazil,1998,August,Amazonas,15,81696,Unknown,48,88,8
Brazil,1998,May,Mato Grosso,66,86940,Deforestation,43,80,6
Greece,1998,August,Athens,481,43526,Unknown,15,20,31
Greece,1998,May,Crete,302,42144,Lightning,27,52,63
Australia,1998,August,New South Wales,353,32796,Unknown,42,81,4
Australia,1998,September,Victoria,436,61631,Deforestation,31,86,41
Portugal,1998,June,Lisbon,333,21888,Deforestation,43,70,18
Portugal,1998,May,Porto,124,85506,Unknown,44,55,17
Italy,1998,June,Sicily,18,57911,Lightning,38,86,44
Italy,1998,May,Sardinia,151,40375,Climate Change,44,67,27
Russia,1998,July,Siberia,327,57755,Climate Change,43,10,53
Russia,1998,May,Far East,440,61897,Lightning,21,79,12
Canada,1998,August,British Columbia,152,68002,Climate Change,38,34,31
Canada,1998,May,Alberta,372,25668,Unknown,36,65,22
France,1998,September,Corsica,250,68297,Deforestation,20,36,28
France,1998,September,Provence,391,31508,Climate Change,44,26,20
China,1998,August,Yunnan,499,54006,Lightning,41,76,55
China,1998,July,Sichuan,339,88815,Human,40,88,11
India,1998,July,Madhya Pradesh,214,8961,Human,38,78,67
India,1998,October,Assam,356,83862,Climate Change,21,75,28
Turkey,1999,June,Mugla,357,69914,Climate Change,27,6,52
Turkey,1999,September,Antalya,151,9301,Human,16,55,27
Turkey,1999,October,Izmir,280,70522,Unknown,49,79,9
Spain,1999,May,Catalonia,438,14550,Deforestation,38,25,37
Spain,1999,September,Andalusia,318,4258,Climate Change,30,10,53
USA,1999,June,California,221,49730,Lightning,27,22,36
USA,1999,October,Texas,171,27233,Climate Change,35,5,5
USA,1999,June,Oregon,261,25361,Human,26,11,52
Brazil,1999,July,Amazonas,182,95229,Unknown,40,71,56
Brazil,1999,August,Mato Grosso,48,76468,Lightning,22,18,63
Greece,1999,July,Athens,451,65829,Climate Change,46,44,14
Greece,1999,July,Crete,21,49778,Human,30,17,24
Australia,1999,August,New South Wales,47,47021,Human,44,17,31
Australia,1999,May,Victoria,498,92801,Lightning,49,70,40
Portugal,1999,September,Lisbon,391,16572,Lightning,36,42,15
Portugal,1999,October,Porto,134,56643,Deforestation,17,45,9
Italy,1999,June,Sicily,100,49454,Lightning,15,83,5
Italy,1999,August,Sardinia,96,13165,Deforestation,37,65,48
Russia,1999,July,Siberia,491,90314,Human,36,20,4
Russia,1999,August,Far East,371,46084,Lightning,16,43,47
Canada,1999,July,British Columbia,19,72554,Climate Change,23,10,58
Canada,1999,August,Alberta,34,13850,Unknown,34,58,28
France,1999,August,Corsica,447,24938,Lightning,28,14,51
France,1999,June,Provence,22,28055,Climate Change,45,88,24
China,1999,June,Yunnan,213,87073,Climate Change,27,85,16
China,1999,June,Sichuan,432,23103,Lightning,44,39,23
India,1999,June,Madhya Pradesh,463,65673,Human,20,68,8
India,1999,October,Assam,48,25194,Lightning,15,66,19
Turkey,2000,August,Mugla,139,34262,Deforestation,43,14,62
Turkey,2000,July,Antalya,191,98638,Climate Change,48,12,56
Turkey,2000,October,Izmir,389,57499,Human,25,92,11
Spain,2000,August,Catalonia,27,57587,Climate Change,30,60,7
Spain,2000,October,Andalusia,451,43080,Human,39,50,22
USA,2000,July,California,170,99240,Human,26,73,45
USA,2000,August,Texas,269,81222,Human,24,50,59
USA,2000,September,Oregon,56,14163,Deforestation,31,17,7
Brazil,2000,June,Amazonas,361,98195,Deforestation,31,9,7
Brazil,2000,June,Mato Grosso,377,84548,Climate Change,31,31,4
Greece,2000,August,Athens,225,49189,Climate Change,48,41,43
Greece,2000,May,Crete,448,42340,Deforestation,18,18,19
Australia,2000,June,New South Wales,261,48536,Climate Change,36,54,17
Australia,2000,August,Victoria,480,43482,Human,16,75,36
Portugal,2000,August,Lisbon,368,1765,Human,33,80,10
Portugal,2000,July,Porto,466,88248,Unknown,35,90,50
Italy,2000,June,Sicily,149,62646,Unknown,26,93,33
Italy,2000,July,Sardinia,92,25357,Human,17,93,27
Russia,2000,August,Siberia,268,27624,Deforestation,49,45,20
Russia,2000,September,Far East,443,80859,Climate Change,46,50,37
Canada,2000,June,British Columbia,78,91075,Lightning,26,76,47
Canada,2000,October,Alberta,210,8677,Human,19,23,40
France,2000,June,Corsica,405,78370,Lightning,41,24,9
France,2000,July,Provence,36,21729,Deforestation,38,28,57
China,2000,May,Yunnan,124,3957,Unknown,37,52,65
China,2000,August,Sichuan,411,52793,Human,38,65,56
India,2000,September,Madhya Pradesh,88,43332,Lightning,22,78,2
India,2000,September,Assam,157,32408,Climate Change,24,64,52
Turkey,2001,May,Mugla,257,77907,Human,34,52,41
Turkey,2001,July,Antalya,473,96073,Deforestation,29,74,62
Turkey,2001,June,Izmir,178,23248,Deforestation,49,76,4
Spain,2001,June,Catalonia,441,76593,Unknown,43,57,55
Spain,2001,July,Andalusia,453,59890,Unknown,36,38,51
USA,2001,May,California,333,51557,Unknown,30,58,34
USA,2001,May,Texas,317,66633,Unknown,32,20,9
USA,2001,August,Oregon,168,35954,Human,32,27,4
Brazil,2001,October,Amazonas,177,40035,Human,46,61,8
Brazil,2001,October,Mato Grosso,446,77595,Unknown,26,12,42
Greece,2001,June,Athens,306,5491,Climate Change,19,34,51
Greece,2001,June,Crete,265,40782,Climate Change,49,53,51
Australia,2001,October,New South Wales,112,42641,Lightning,32,88,35
Australia,2001,August,Victoria,334,20018,Human,25,89,51
Portugal,2001,May,Lisbon,136,68364,Deforestation,31,66,26
Portugal,2001,May,Porto,279,77938,Human,19,84,61
Italy,2001,September,Sicily,244,23235,Deforestation,46,17,39
Italy,2001,June,Sardinia,213,46312,Climate Change,47,9,49
Russia,2001,June,Siberia,355,49385,Lightning,27,46,53
Russia,2001,July,Far East,286,84216,Lightning,34,85,58
Canada,2001,June,British Columbia,9,82545,Deforestation,18,56,49
Canada,2001,August,Alberta,461,7404,Lightning,33,28,5
France,2001,May,Corsica,485,44644,Unknown,49,78,13
France,2001,June,Provence,466,10093,Lightning,32,28,2
China,2001,October,Yunnan,83,29995,Lightning,49,86,17
China,2001,September,Sichuan,147,23329,Climate Change,21,11,28
India,2001,May,Madhya Pradesh,474,58579,Climate Change,31,48,14
India,2001,June,Assam,77,88424,Human,18,30,69
Turkey,2002,September,Mugla,154,87943,Lightning,49,29,62
Turkey,2002,June,Antalya,246,98973,Human,26,61,64
Turkey,2002,August,Izmir,15,79856,Deforestation,41,93,68
Spain,2002,May,Catalonia,349,76944,Lightning,31,71,23
Spain,2002,October,Andalusia,466,18323,Lightning,27,74,7
USA,2002,July,California,116,29180,Unknown,44,59,59
USA,2002,September,Texas,20,48704,Climate Change,46,77,38
USA,2002,September,Oregon,219,67445,Deforestation,16,62,11
Brazil,2002,August,Amazonas,306,92981,Deforestation,41,82,46
Brazil,2002,September,Mato Grosso,166,12228,Deforestation,41,52,8
Greece,2002,July,Athens,345,49340,Lightning,47,37,26
Greece,2002,October,Crete,426,85769,Unknown,32,14,36
Australia,2002,July,New South Wales,364,42874,Human,15,86,26
Australia,2002,September,Victoria,216,10100,Human,25,81,21
Portugal,2002,May,Lisbon,174,65040,Human,45,69,53
Portugal,2002,August,Porto,153,70273,Deforestation,17,74,44
Italy,2002,September,Sicily,263,62237,Human,25,49,33
Italy,2002,June,Sardinia,243,1463,Unknown,42,17,30
Russia,2002,October,Siberia,451,18505,Unknown,40,63,50
Russia,2002,September,Far East,476,5122,Unknown,24,10,8
Canada,2002,September,British Columbia,35,61995,Deforestation,35,5,46
Canada,2002,October,Alberta,438,89394,Human,17,34,69
France,2002,August,Corsica,71,94952,Human,45,15,67
France,2002,August,Provence,244,62556,Unknown,24,54,40
China,2002,September,Yunnan,323,74016,Climate Change,42,42,34
China,2002,September,Sichuan,79,99984,Unknown,15,57,48
India,2002,May,Madhya Pradesh,71,98877,Human,28,27,55
India,2002,October,Assam,40,17719,Unknown,20,32,51
Turkey,2003,October,Mugla,418,55377,Deforestation,31,77,55
Turkey,2003,October,Antalya,160,15947,Unknown,19,73,8
Turkey,2003,September,Izmir,149,73068,Climate Change,23,63,14
Spain,2003,July,Catalonia,272,86023,Lightning,30,23,7
Spain,2003,August,Andalusia,418,38082,Deforestation,35,41,10
USA,2003,September,California,295,79821,Unknown,35,21,56
USA,2003,October,Texas,381,78088,Climate Change,39,5,50
USA,2003,June,Oregon,39,33885,Deforestation,26,51,44
Brazil,2003,August,Amazonas,421,4800,Climate Change,36,58,20
Brazil,2003,May,Mato Grosso,327,31952,Climate Change,48,79,49
Greece,2003,June,Athens,179,93630,Lightning,16,10,47
Greece,2003,June,Crete,366,44427,Lightning,28,78,34
Australia,2003,June,New South Wales,66,44633,Unknown,46,53,6
Australia,2003,July,Victoria,73,83922,Climate Change,47,64,47
Portugal,2003,August,Lisbon,253,48193,Human,31,71,14
Portugal,2003,August,Porto,116,40949,Deforestation,47,55,37
Italy,2003,May,Sicily,363,68997,Unknown,19,52,41
Italy,2003,September,Sardinia,30,68337,Deforestation,30,61,23
Russia,2003,May,Siberia,371,47920,Unknown,32,33,3
Russia,2003,October,Far East,262,40294,Climate Change,22,15,33
Canada,2003,August,British Columbia,397,74427,Human,30,85,11
Canada,2003,September,Alberta,168,30843,Human,36,56,51
France,2003,June,Corsica,479,90960,Unknown,33,23,53
France,2003,June,Provence,484,44928,Climate Change,35,39,6
China,2003,August,Yunnan,257,39018,Human,16,93,11
China,2003,October,Sichuan,304,82857,Deforestation,49,66,21
India,2003,September,Madhya Pradesh,167,72968,Human,30,32,33
India,2003,August,Assam,399,13325,Human,42,92,60
Turkey,2004,August,Mugla,220,1749,Human,48,26,30
Turkey,2004,June,Antalya,46,38317,Deforestation,44,79,35
Turkey,2004,September,Izmir,127,43760,Human,35,5,59
Spain,2004,September,Catalonia,249,72377,Climate Change,37,25,7
Spain,2004,August,Andalusia,336,62219,Human,42,15,57
USA,2004,May,California,39,73524,Human,49,23,32
USA,2004,May,Texas,54,97466,Human,24,12,27
USA,2004,June,Oregon,23,89137,Deforestation,15,52,26
Brazil,2004,August,Amazonas,380,82241,Climate Change,17,36,18
Brazil,2004,September,Mato Grosso,110,46504,Deforestation,18,23,18
Greece,2004,September,Athens,223,89444,Lightning,32,70,69
Greece,2004,August,Crete,61,24620,Human,35,27,3
Australia,2004,July,New South Wales,91,16893,Climate Change,21,48,34
Australia,2004,May,Victoria,452,34919,Human,40,89,28
Portugal,2004,July,Lisbon,119,96562,Human,49,73,24
Portugal,2004,May,Porto,37,71004,Lightning,38,92,25
Italy,2004,July,Sicily,43,54048,Human,45,29,28
Italy,2004,July,Sardinia,457,68303,Human,33,20,12
Russia,2004,July,Siberia,206,51415,Climate Change,37,59,26
Russia,2004,September,Far East,236,14384,Lightning,26,92,22
Canada,2004,September,British Columbia,439,83676,Unknown,37,37,9
Canada,2004,June,Alberta,81,26664,Human,24,67,15
France,2004,October,Corsica,79,38673,Deforestation,43,57,53
France,2004,October,Provence,117,6493,Human,34,58,12
China,2004,August,Yunnan,285,45115,Lightning,41,87,59
China,2004,September,Sichuan,489,24218,Deforestation,42,43,12
India,2004,July,Madhya Pradesh,146,14087,Unknown,16,61,61
India,2004,August,Assam,26,70115,Unknown,43,62,66
Turkey,2005,June,Mugla,162,56495,Deforestation,18,83,45
Turkey,2005,August,Antalya,378,87130,Climate Change,35,14,31
Turkey,2005,August,Izmir,236,35296,Deforestation,43,12,30
Spain,2005,June,Catalonia,457,55079,Human,49,54,41
Spain,2005,October,Andalusia,400,6328,Climate Change,41,5,66
USA,2005,September,California,282,87794,Unknown,34,71,15
USA,2005,May,Texas,23,33931,Lightning,18,37,44
USA,2005,September,Oregon,454,35600,Human,45,67,7
Brazil,2005,August,Amazonas,376,1474,Deforestation,17,63,14
Brazil,2005,September,Mato Grosso,324,24371,Climate Change,27,8,34
Greece,2005,September,Athens,313,20936,Human,43,63,41
Greece,2005,July,Crete,310,99463,Climate Change,32,24,6
Australia,2005,June,New South Wales,384,16651,Human,33,91,27
Australia,2005,May,Victoria,289,41374,Lightning,33,66,49
Portugal,2005,October,Lisbon,278,30501,Unknown,41,10,60
Portugal,2005,October,Porto,35,13516,Climate Change,32,91,24
Italy,2005,August,Sicily,168,61820,Lightning,34,9,19
Italy,2005,June,Sardinia,236,43652,Deforestation,15,67,42
Russia,2005,June,Siberia,388,50639,Deforestation,16,50,9
Russia,2005,October,Far East,328,1416,Climate Change,27,77,46
Canada,2005,September,British Columbia,301,77371,Unknown,16,66,20
Canada,2005,October,Alberta,404,60987,Climate Change,19,27,63
France,2005,October,Corsica,419,74648,Human,17,30,14
France,2005,August,Provence,170,87289,Climate Change,43,49,47
China,2005,September,Yunnan,210,13991,Human,34,81,69
China,2005,July,Sichuan,140,85899,Human,20,90,17
India,2005,October,Madhya Pradesh,191,19337,Human,32,16,55
India,2005,July,Assam,435,88676,Deforestation,30,25,2
Turkey,2006,September,Mugla,455,2015,Unknown,45,64,32
Turkey,2006,June,Antalya,485,50628,Deforestation,43,93,14
Turkey,2006,July,Izmir,368,20505,Deforestation,42,72,4
Spain,2006,June,Catalonia,490,14536,Deforestation,39,45,36
Spain,2006,September,Andalusia,109,22336,Unknown,49,88,51
USA,2006,August,California,462,45313,Human,27,74,55
USA,2006,August,Texas,345,13257,Deforestation,42,68,22
USA,2006,July,Oregon,31,6832,Lightning,43,43,58
Brazil,2006,August,Amazonas,169,56384,Unknown,44,32,24
Brazil,2006,May,Mato Grosso,264,48614,Climate Change,46,8,66
Greece,2006,August,Athens,401,28190,Climate Change,23,35,14
Greece,2006,October,Crete,6,27652,Lightning,21,22,52
Australia,2006,August,New South Wales,303,23326,Deforestation,23,72,40
Australia,2006,May,Victoria,399,48101,Lightning,36,65,27
Portugal,2006,August,Lisbon,164,58702,Climate Change,40,75,34
Portugal,2006,May,Porto,99,47424,Climate Change,25,36,65
Italy,2006,August,Sicily,294,75730,Lightning,22,70,22
Italy,2006,September,Sardinia,74,10585,Deforestation,30,77,36
Russia,2006,July,Siberia,175,19665,Lightning,24,78,21
Russia,2006,May,Far East,266,84760,Deforestation,16,42,34
Canada,2006,July,British Columbia,104,2182,Climate Change,36,72,18
Canada,2006,September,Alberta,217,63388,Climate Change,44,46,8
France,2006,May,Corsica,384,54570,Deforestation,38,23,42
France,2006,June,Provence,154,67735,Deforestation,41,10,26
China,2006,June,Yunnan,14,69933,Lightning,19,90,69
China,2006,June,Sichuan,331,46229,Human,25,57,51
India,2006,August,Madhya Pradesh,128,21583,Human,39,89,30
India,2006,October,Assam,487,7112,Unknown,43,92,60
Turkey,2007,October,Mugla,356,9615,Lightning,34,61,65
Turkey,2007,August,Antalya,359,9300,Human,41,21,64
Turkey,2007,July,Izmir,68,31834,Lightning,16,58,30
Spain,2007,September,Catalonia,220,59067,Human,23,31,57
Spain,2007,May,Andalusia,385,92081,Climate Change,39,47,23
USA,2007,July,California,165,38782,Lightning,33,49,46
USA,2007,June,Texas,74,52134,Unknown,17,17,64
USA,2007,September,Oregon,253,46052,Climate Change,45,21,10
Brazil,2007,September,Amazonas,324,99228,Climate Change,28,79,26
Brazil,2007,June,Mato Grosso,82,61340,Human,17,94,2
Greece,2007,July,Athens,489,68330,Unknown,17,57,33
Greece,2007,August,Crete,177,67862,Climate Change,32,5,22
Australia,2007,August,New South Wales,372,69747,Unknown,36,87,2
Australia,2007,August,Victoria,248,49677,Lightning,20,7,45
Portugal,2007,July,Lisbon,439,50811,Unknown,46,17,44
Portugal,2007,August,Porto,127,90323,Unknown,16,72,61
Italy,2007,May,Sicily,392,24548,Human,44,9,13
Italy,2007,October,Sardinia,164,77193,Human,31,62,41
Russia,2007,August,Siberia,371,70883,Deforestation,43,89,53
Russia,2007,August,Far East,149,62840,Lightning,48,79,21
Canada,2007,May,British Columbia,185,79061,Human,43,5,60
Canada,2007,October,Alberta,204,72124,Lightning,25,19,36
France,2007,September,Corsica,49,7736,Unknown,27,38,39
France,2007,October,Provence,368,28455,Climate Change,20,25,29
China,2007,July,Yunnan,27,14710,Climate Change,25,54,59
China,2007,August,Sichuan,24,46159,Unknown,42,76,54
India,2007,July,Madhya Pradesh,345,26727,Human,39,38,10
India,2007,June,Assam,260,33838,Climate Change,23,84,5
Turkey,2008,June,Mugla,267,58226,Human,25,56,8
Turkey,2008,July,Antalya,49,9693,Climate Change,42,7,15
Turkey,2008,June,Izmir,289,94197,Climate Change,38,50,13
Spain,2008,September,Catalonia,305,98691,Lightning,27,8,24
Spain,2008,October,Andalusia,58,73773,Climate Change,28,32,68
USA,2008,September,California,104,64202,Unknown,23,21,50
USA,2008,August,Texas,82,95889,Climate Change,27,49,54
USA,2008,May,Oregon,307,25742,Unknown,34,79,29
Brazil,2008,September,Amazonas,429,38593,Human,47,40,34
Brazil,2008,May,Mato Grosso,496,78414,Deforestation,35,37,68
Greece,2008,October,Athens,467,89092,Lightning,36,69,48
Greece,2008,July,Crete,377,22071,Unknown,30,63,15
Australia,2008,June,New South Wales,388,66458,Human,48,60,50
Australia,2008,June,Victoria,192,75988,Climate Change,21,10,9
Portugal,2008,September,Lisbon,403,69629,Deforestation,24,7,47
Portugal,2008,October,Porto,71,27428,Human,33,66,58
Italy,2008,July,Sicily,92,39983,Climate Change,30,20,53
Italy,2008,September,Sardinia,216,73868,Deforestation,27,8,44
Russia,2008,May,Siberia,92,58048,Unknown,36,57,26
Russia,2008,May,Far East,263,64220,Climate Change,45,17,19
Canada,2008,September,British Columbia,175,28933,Human,35,40,55
Canada,2008,July,Alberta,374,75927,Deforestation,26,15,49
France,2008,September,Corsica,224,1734,Unknown,29,20,48
France,2008,July,Provence,291,26031,Human,49,80,62
China,2008,September,Yunnan,478,79898,Lightning,28,8,18
China,2008,September,Sichuan,412,96916,Human,26,15,30
India,2008,October,Madhya Pradesh,313,37139,Unknown,41,90,67
India,2008,August,Assam,180,33217,Deforestation,21,61,4
Turkey,2009,May,Mugla,365,10347,Lightning,29,34,47
Turkey,2009,June,Antalya,375,19664,Deforestation,40,82,32
Turkey,2009,October,Izmir,300,76588,Deforestation,32,40,51
Spain,2009,September,Catalonia,428,83046,Lightning,21,35,66
Spain,2009,October,Andalusia,81,23910,Climate Change,49,19,22
