Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude,Fires_Count_transform,Burned_Area_Km_transform,Temperature_C_transform,Wind_Speed_kmh_transform,Humidity_Percent_transform
India,2000,September,Assam,157.0,324.08,Climate Change,24.0,0.64,52.0,"[1991, 2001)",26.2006,92.9376,5.062595033026967,5.784071305885004,3.218875824868201,3.970291913552122,0.494696241836107
Turkey,2001,May,Mugla,257.0,779.07,Human,34.0,0.52,41.0,"[2001, 2011)",37.2154,28.3634,5.552959584921617,6.659383659246666,3.5553480614894135,3.737669618283368,0.418710334858185
Turkey,2001,July,Antalya,473.0,960.73,Deforestation,29.0,0.74,62.0,"[2001, 2011)",36.8969,30.7133,6.161207321695077,6.86873374599117,3.4011973816621555,4.143134726391533,0.5538851132264376
Turkey,2001,June,Izmir,178.0,232.48,Deforestation,49.0,0.76,4.0,"[2001, 2011)",38.4237,27.1428,5.187385805840755,5.45309642033559,3.912023005428146,1.6094379124341005,0.5653138090500605
Spain,2001,June,Catalonia,441.0,765.93,Unknown,43.0,0.57,55.0,"[2001, 2011)",41.5912,1.5209,6.091309882077698,6.642395532534847,3.784189633918261,4.02535169073515,0.4510756193602167
Spain,2001,July,Andalusia,453.0,598.9,Unknown,36.0,0.38,51.0,"[2001, 2011)",37.5443,4.7278,6.118097198041348,6.3967629746590475,3.610917912644224,3.951243718581427,0.3220834991691133
USA,2001,May,California,333.0,515.57,Unknown,30.0,0.58,34.0,"[2001, 2011)",36.7783,-118.755997,5.811140992976701,6.247210806966204,3.4339872044851463,3.5553480614894135,0.4574248470388754
USA,2001,May,Texas,317.0,666.33,Unknown,32.0,0.2,9.0,"[2001, 2011)",31.9686,-98.5456116,5.762051382780177,6.503284676189586,3.49650756146648,2.302585092994046,0.1823215567939546
USA,2001,August,Oregon,168.0,359.54,Human,32.0,0.27,4.0,"[2001, 2011)",43.8041,-120.737257,5.1298987149230735,5.887602907573892,3.49650756146648,1.6094379124341005,0.2390169004704999
Brazil,2001,October,Amazonas,177.0,400.35,Human,46.0,0.61,8.0,"[2001, 2011)",-3.0967614,-65.8561,5.181783550292085,5.994833864577586,3.8501476017100584,2.1972245773362196,0.4762341789963716
Brazil,2001,October,Mato Grosso,446.0,775.95,Unknown,26.0,0.12,42.0,"[2001, 2011)",-12.2115009,-55.5716547,6.102558594613569,6.655375998232743,3.295836866004329,3.7612001156935624,0.1133286853070031
Greece,2001,June,Athens,306.0,54.91,Climate Change,19.0,0.34,51.0,"[2001, 2011)",37.9755648,23.7348324,5.726847747587197,4.0237432550385535,2.995732273553991,3.951243718581427,0.29266961396282
Greece,2001,June,Crete,265.0,407.82,Climate Change,49.0,0.53,51.0,"[2001, 2011)",35.3084952,24.4633423,5.583496308781699,6.013274961371831,3.912023005428146,3.951243718581427,0.4252677354043441
Australia,2001,October,New South Wales,112.0,426.41,Lightning,32.0,0.88,35.0,"[2001, 2011)",-31.8759835,147.2869493,4.727387818712341,6.05774373989725,3.49650756146648,3.58351893845611,0.6312717768418579
Australia,2001,August,Victoria,334.0,200.18,Human,25.0,0.89,51.0,"[2001, 2011)",-36.5986096,144.6780052,5.814130531825066,5.304200029706192,3.258096538021482,3.951243718581427,0.636576829071551
Portugal,2001,May,Lisbon,136.0,683.64,Deforestation,31.0,0.66,26.0,"[2001, 2011)",38.7077507,-9.1365919,4.919980925828125,6.528893152668506,3.4657359027997265,3.295836866004329,0.5068176023684519
Portugal,2001,May,Porto,279.0,779.38,Human,19.0,0.84,61.0,"[2001, 2011)",41.1502195,-8.6103497,5.634789603169249,6.65978098053742,2.995732273553991,4.127134385045092,0.6097655716208943
Italy,2001,September,Sicily,244.0,232.35,Deforestation,46.0,0.17,39.0,"[2001, 2011)",37.587794,14.155048,5.501258210544727,5.4525394723958245,3.8501476017100584,3.688879454113936,0.1570037488096647
Italy,2001,June,Sardinia,213.0,463.12,Climate Change,47.0,0.09,49.0,"[2001, 2011)",40.0912813,9.0305773,5.365976015021851,6.140143139479345,3.871201010907891,3.912023005428146,0.0861776962410523
Russia,2001,June,Siberia,355.0,493.85,Lightning,27.0,0.46,53.0,"[2001, 2011)",61.0137,99.1967,5.87493073085203,6.204254686342701,3.332204510175204,3.9889840465642745,0.3784364357202451
Russia,2001,July,Far East,286.0,842.16,Lightning,34.0,0.85,58.0,"[2001, 2011)",63.3109,135.0,5.659482215759621,6.737156738331694,3.5553480614894135,4.07753744390572,0.6151856390902335
Canada,2001,June,British Columbia,9.0,825.45,Deforestation,18.0,0.56,49.0,"[2001, 2011)",55.001251,-125.002441,2.302585092994046,6.717139419363362,2.9444389791664403,3.912023005428146,0.4446858212614457
Canada,2001,August,Alberta,461.0,74.04,Lightning,33.0,0.28,5.0,"[2001, 2011)",55.001251,-115.002136,6.135564891081739,4.318021304697969,3.5263605246161616,1.791759469228055,0.2468600779315258
France,2001,May,Corsica,485.0,446.44,Unknown,49.0,0.78,13.0,"[2001, 2011)",42.188098,9.0683139,6.186208623900494,6.103542450513332,3.912023005428146,2.6390573296152584,0.5766133643039938
France,2001,June,Provence,466.0,100.93,Lightning,32.0,0.28,2.0,"[2001, 2011)",44.0145,6.2116,6.1463292576688975,4.624286303180321,3.49650756146648,1.0986122886681098,0.2468600779315258
China,2001,October,Yunnan,83.0,299.95,Lightning,49.0,0.86,17.0,"[2001, 2011)",25.0453,102.7097,4.430816798843313,5.70694413799378,3.912023005428146,2.8903717578961645,0.6205764877251099
China,2001,September,Sichuan,147.0,233.29,Climate Change,21.0,0.11,28.0,"[2001, 2011)",30.6509,104.0757,4.997212273764115,5.456559664278548,3.091042453358316,3.367295829986474,0.1043600153242427
India,2001,May,Madhya Pradesh,474.0,585.79,Climate Change,31.0,0.48,14.0,"[2001, 2011)",22.9734,78.6569,6.163314804034641,6.374667004542158,3.4657359027997265,2.70805020110221,0.3920420877760237
India,2001,June,Assam,77.0,884.24,Human,18.0,0.3,69.0,"[2001, 2011)",26.2006,92.9376,4.356708826689592,6.785858794684211,2.9444389791664403,4.248495242049359,0.262364264467491
Turkey,2002,September,Mugla,154.0,879.43,Lightning,49.0,0.29,62.0,"[2001, 2011)",37.2154,28.3634,5.043425116919247,6.7804104244920165,3.912023005428146,4.143134726391533,0.2546422183735807
Turkey,2002,June,Antalya,246.0,989.73,Human,26.0,0.61,64.0,"[2001, 2011)",36.8969,30.7133,5.5093883366279774,6.8984420451395625,3.295836866004329,4.174387269895637,0.4762341789963716
Turkey,2002,August,Izmir,15.0,798.56,Deforestation,41.0,0.93,68.0,"[2001, 2011)",38.4237,27.1428,2.772588722239781,6.684061576362446,3.737669618283368,4.23410650459726,0.6575200029167942
Spain,2002,May,Catalonia,349.0,769.44,Lightning,31.0,0.71,23.0,"[2001, 2011)",41.5912,1.5209,5.857933154483459,6.646961780216022,3.4657359027997265,3.1780538303479458,0.5364933705145685
Spain,2002,October,Andalusia,466.0,183.23,Lightning,27.0,0.74,7.0,"[2001, 2011)",37.5443,4.7278,6.1463292576688975,5.2161849770094175,3.332204510175204,2.0794415416798357,0.5538851132264376
USA,2002,July,California,116.0,291.8,Unknown,44.0,0.59,59.0,"[2001, 2011)",36.7783,-118.755997,4.762173934797756,5.679489782087156,3.80666248977032,4.0943445622221,0.4637340162321401
USA,2002,September,Texas,20.0,487.04,Climate Change,46.0,0.77,38.0,"[2001, 2011)",31.9686,-98.5456116,3.044522437723423,6.190397369707133,3.8501476017100584,3.6635616461296463,0.5709795465857378
USA,2002,September,Oregon,219.0,674.45,Deforestation,16.0,0.62,11.0,"[2001, 2011)",43.8041,-120.737257,5.393627546352362,6.5153791354156905,2.833213344056216,2.4849066497880004,0.4824261492442927
Brazil,2002,August,Amazonas,306.0,929.81,Deforestation,41.0,0.82,46.0,"[2001, 2011)",-3.0967614,-65.8561,5.726847747587197,6.836055174816924,3.737669618283368,3.8501476017100584,0.598836501088704
Brazil,2002,September,Mato Grosso,166.0,122.28,Deforestation,41.0,0.52,8.0,"[2001, 2011)",-12.2115009,-55.5716547,5.117993812416755,4.814458191011861,3.737669618283368,2.1972245773362196,0.418710334858185
Greece,2002,July,Athens,345.0,493.4,Lightning,47.0,0.37,26.0,"[2001, 2011)",37.9755648,23.7348324,5.846438775057725,6.203344906143481,3.871201010907891,3.295836866004329,0.3148107398400335
Greece,2002,October,Crete,426.0,857.69,Unknown,32.0,0.14,36.0,"[2001, 2011)",35.3084952,24.4633423,6.056784013228625,6.755407972099974,3.49650756146648,3.610917912644224,0.1310282624064041
Australia,2002,July,New South Wales,364.0,428.74,Human,15.0,0.86,26.0,"[2001, 2011)",-31.8759835,147.2869493,5.8998973535824915,6.0631803746495825,2.772588722239781,3.295836866004329,0.6205764877251099
Australia,2002,September,Victoria,216.0,101.0,Human,25.0,0.81,21.0,"[2001, 2011)",-36.5986096,144.6780052,5.37989735354046,4.624972813284271,3.258096538021482,3.091042453358316,0.5933268452777344
Portugal,2002,May,Lisbon,174.0,650.4,Human,45.0,0.69,53.0,"[2001, 2011)",38.7077507,-9.1365919,5.1647859739235145,6.479123892842133,3.828641396489095,3.9889840465642745,0.5247285289349821
Portugal,2002,August,Porto,153.0,702.73,Deforestation,17.0,0.74,44.0,"[2001, 2011)",41.1502195,-8.6103497,5.0369526024136295,6.556394759867119,2.8903717578961645,3.80666248977032,0.5538851132264376
Italy,2002,September,Sicily,263.0,622.37,Human,25.0,0.49,33.0,"[2001, 2011)",37.587794,14.155048,5.575949103146316,6.435140242979898,3.258096538021482,3.5263605246161616,0.3987761199573678
Italy,2002,June,Sardinia,243.0,14.63,Unknown,42.0,0.17,30.0,"[2001, 2011)",40.0912813,9.0305773,5.497168225293202,2.749192144433385,3.7612001156935624,3.4339872044851463,0.1570037488096647
Russia,2002,October,Siberia,451.0,185.05,Unknown,40.0,0.63,50.0,"[2001, 2011)",61.0137,99.1967,6.113682179832232,5.226015454792631,3.713572066704308,3.9318256327243257,0.4885800148186709
Russia,2002,September,Far East,476.0,51.22,Unknown,24.0,0.1,8.0,"[2001, 2011)",63.3109,135.0,6.1675164908883415,3.955465563270983,3.218875824868201,2.1972245773362196,0.0953101798043248
Canada,2002,September,British Columbia,35.0,619.95,Deforestation,35.0,0.05,46.0,"[2001, 2011)",55.001251,-125.002441,3.58351893845611,6.431250563394042,3.58351893845611,3.8501476017100584,0.048790164169432
Canada,2002,October,Alberta,438.0,893.94,Human,17.0,0.34,69.0,"[2001, 2011)",55.001251,-115.002136,6.0844994130751715,6.796756676921489,2.8903717578961645,4.248495242049359,0.29266961396282
France,2002,August,Corsica,71.0,949.52,Human,45.0,0.15,67.0,"[2001, 2011)",42.188098,9.0683139,4.276666119016055,6.857009203264188,3.828641396489095,4.219507705176107,0.1397619423751586
France,2002,August,Provence,244.0,625.56,Unknown,24.0,0.54,40.0,"[2001, 2011)",44.0145,6.2116,5.501258210544727,6.440244539902091,3.218875824868201,3.713572066704308,0.4317824164255378
China,2002,September,Yunnan,323.0,740.16,Climate Change,42.0,0.42,34.0,"[2001, 2011)",25.0453,102.7097,5.780743515792329,6.608216526414214,3.7612001156935624,3.5553480614894135,0.3506568716131693
China,2002,September,Sichuan,79.0,999.84,Unknown,15.0,0.57,48.0,"[2001, 2011)",30.6509,104.0757,4.382026634673881,6.908594926379581,2.772588722239781,3.8918202981106265,0.4510756193602167
India,2002,May,Madhya Pradesh,71.0,988.77,Human,28.0,0.27,55.0,"[2001, 2011)",22.9734,78.6569,4.276666119016055,6.89747259290509,3.367295829986474,4.02535169073515,0.2390169004704999
India,2002,October,Assam,40.0,177.19,Unknown,20.0,0.32,51.0,"[2001, 2011)",26.2006,92.9376,3.713572066704308,5.182850396739323,3.044522437723423,3.951243718581427,0.2776317365982795
Turkey,2003,October,Mugla,418.0,553.77,Deforestation,31.0,0.77,55.0,"[2001, 2011)",37.2154,28.3634,6.037870919922137,6.3185536134386355,3.4657359027997265,4.02535169073515,0.5709795465857378
Turkey,2003,October,Antalya,160.0,159.47,Unknown,19.0,0.73,8.0,"[2001, 2011)",36.8969,30.7133,5.081404364984463,5.078107009211268,2.995732273553991,2.1972245773362196,0.5481214085096876
Turkey,2003,September,Izmir,149.0,730.68,Climate Change,23.0,0.63,14.0,"[2001, 2011)",38.4237,27.1428,5.0106352940962555,6.595343259909745,3.1780538303479458,2.70805020110221,0.4885800148186709
Spain,2003,July,Catalonia,272.0,860.23,Lightning,30.0,0.23,7.0,"[2001, 2011)",41.5912,1.5209,5.60947179518496,6.758361599997274,3.4339872044851463,2.0794415416798357,0.2070141693843261
Spain,2003,August,Andalusia,418.0,380.82,Deforestation,35.0,0.41,10.0,"[2001, 2011)",37.5443,4.7278,6.037870919922137,5.944949293366514,3.58351893845611,2.3978952727983707,0.3435897043900769
USA,2003,September,California,295.0,798.21,Unknown,35.0,0.21,56.0,"[2001, 2011)",36.7783,-118.755997,5.69035945432406,6.683623739768575,3.58351893845611,4.04305126783455,0.1906203596086497
USA,2003,October,Texas,381.0,780.88,Climate Change,39.0,0.05,50.0,"[2001, 2011)",31.9686,-98.5456116,5.945420608606575,6.6617012760848215,3.688879454113936,3.9318256327243257,0.048790164169432
USA,2003,June,Oregon,39.0,338.85,Deforestation,26.0,0.51,44.0,"[2001, 2011)",43.8041,-120.737257,3.688879454113936,5.828504343792647,3.295836866004329,3.80666248977032,0.412109650826833
Brazil,2003,August,Amazonas,421.0,48.0,Climate Change,36.0,0.58,20.0,"[2001, 2011)",-3.0967614,-65.8561,6.045005314036012,3.8918202981106265,3.610917912644224,3.044522437723423,0.4574248470388754
Brazil,2003,May,Mato Grosso,327.0,319.52,Climate Change,48.0,0.79,49.0,"[2001, 2011)",-12.2115009,-55.5716547,5.793013608384144,5.76994467690987,3.8918202981106265,3.912023005428146,0.5822156198526637
Greece,2003,June,Athens,179.0,936.3,Lightning,16.0,0.1,47.0,"[2001, 2011)",37.9755648,23.7348324,5.19295685089021,6.84300340175244,2.833213344056216,3.871201010907891,0.0953101798043248
Greece,2003,June,Crete,366.0,444.27,Lightning,28.0,0.78,34.0,"[2001, 2011)",35.3084952,24.4633423,5.905361848054571,6.098680839746026,3.367295829986474,3.5553480614894135,0.5766133643039938
Australia,2003,June,New South Wales,66.0,446.33,Unknown,46.0,0.53,6.0,"[2001, 2011)",-31.8759835,147.2869493,4.204692619390966,6.103296577270926,3.8501476017100584,1.9459101490553132,0.4252677354043441
Australia,2003,July,Victoria,73.0,839.22,Climate Change,47.0,0.64,47.0,"[2001, 2011)",-36.5986096,144.6780052,4.30406509320417,6.733663762308199,3.871201010907891,3.871201010907891,0.494696241836107
Portugal,2003,August,Lisbon,253.0,481.93,Human,31.0,0.71,14.0,"[2001, 2011)",38.7077507,-9.1365919,5.537334267018537,6.179871715613331,3.4657359027997265,2.70805020110221,0.5364933705145685
Portugal,2003,August,Porto,116.0,409.49,Deforestation,47.0,0.55,37.0,"[2001, 2011)",41.1502195,-8.6103497,4.762173934797756,6.017351568059828,3.871201010907891,3.6375861597263857,0.4382549309311553
Italy,2003,May,Sicily,363.0,689.97,Unknown,19.0,0.52,41.0,"[2001, 2011)",37.587794,14.155048,5.8971538676367405,6.53809640748511,2.995732273553991,3.737669618283368,0.418710334858185
Italy,2003,September,Sardinia,30.0,683.37,Deforestation,30.0,0.61,23.0,"[2001, 2011)",40.0912813,9.0305773,3.4339872044851463,6.528498707042104,3.4339872044851463,3.1780538303479458,0.4762341789963716
Russia,2003,May,Siberia,371.0,479.2,Unknown,32.0,0.33,3.0,"[2001, 2011)",61.0137,99.1967,5.918893854273146,6.174202683787152,3.49650756146648,1.3862943611198906,0.2851789422336624
Russia,2003,October,Far East,262.0,402.94,Climate Change,22.0,0.15,33.0,"[2001, 2011)",63.3109,135.0,5.572154032177765,6.0012663520802425,3.1354942159291497,3.5263605246161616,0.1397619423751586
Canada,2003,August,British Columbia,397.0,744.27,Human,30.0,0.85,11.0,"[2001, 2011)",55.001251,-125.002441,5.986452005284438,6.613746568830088,3.4339872044851463,2.4849066497880004,0.6151856390902335
Canada,2003,September,Alberta,168.0,308.43,Human,36.0,0.56,51.0,"[2001, 2011)",55.001251,-115.002136,5.1298987149230735,5.734731895300136,3.610917912644224,3.951243718581427,0.4446858212614457
France,2003,June,Corsica,479.0,909.6,Unknown,33.0,0.23,53.0,"[2001, 2011)",42.188098,9.0683139,6.173786103901937,6.814103722900682,3.5263605246161616,3.9889840465642745,0.2070141693843261
France,2003,June,Provence,484.0,449.28,Climate Change,35.0,0.39,6.0,"[2001, 2011)",44.0145,6.2116,6.184148890937483,6.109869611486603,3.58351893845611,1.9459101490553132,0.3293037471426004
China,2003,August,Yunnan,257.0,390.18,Human,16.0,0.93,11.0,"[2001, 2011)",25.0453,102.7097,5.552959584921617,5.969167812109371,2.833213344056216,2.4849066497880004,0.6575200029167942
China,2003,October,Sichuan,304.0,828.57,Deforestation,49.0,0.66,21.0,"[2001, 2011)",30.6509,104.0757,5.720311776607412,6.720907494255671,3.912023005428146,3.091042453358316,0.5068176023684519
India,2003,September,Madhya Pradesh,167.0,729.68,Human,30.0,0.32,33.0,"[2001, 2011)",22.9734,78.6569,5.123963979403259,6.593975607408483,3.4339872044851463,3.5263605246161616,0.2776317365982795
India,2003,August,Assam,399.0,133.25,Human,42.0,0.92,60.0,"[2001, 2011)",26.2006,92.9376,5.991464547107982,4.899703733388974,3.7612001156935624,4.110873864173311,0.6523251860396903
Turkey,2004,August,Mugla,220.0,17.49,Human,48.0,0.26,30.0,"[2001, 2011)",37.2154,28.3634,5.3981627015177525,2.9172300453990334,3.8918202981106265,3.4339872044851463,0.2311117209633866
Turkey,2004,June,Antalya,46.0,383.17,Deforestation,44.0,0.79,35.0,"[2001, 2011)",36.8969,30.7133,3.8501476017100584,5.951085162954639,3.80666248977032,3.58351893845611,0.5822156198526637
Turkey,2004,September,Izmir,127.0,437.6,Human,35.0,0.05,59.0,"[2001, 2011)",38.4237,27.1428,4.852030263919617,6.083587835983788,3.58351893845611,4.0943445622221,0.048790164169432
Spain,2004,September,Catalonia,249.0,723.77,Climate Change,37.0,0.25,7.0,"[2001, 2011)",41.5912,1.5209,5.521460917862246,6.585854363143673,3.6375861597263857,2.0794415416798357,0.2231435513142097
Spain,2004,August,Andalusia,336.0,622.19,Human,42.0,0.15,57.0,"[2001, 2011)",37.5443,4.7278,5.820082930352362,6.434851448214703,3.7612001156935624,4.060443010546419,0.1397619423751586
USA,2004,May,California,39.0,735.24,Human,49.0,0.23,32.0,"[2001, 2011)",36.7783,-118.755997,3.688879454113936,6.601556152530601,3.912023005428146,3.49650756146648,0.2070141693843261
USA,2004,May,Texas,54.0,974.66,Human,24.0,0.12,27.0,"[2001, 2011)",31.9686,-98.5456116,4.007333185232471,6.883114165065686,3.218875824868201,3.332204510175204,0.1133286853070031
USA,2004,June,Oregon,23.0,891.37,Deforestation,15.0,0.52,26.0,"[2001, 2011)",43.8041,-120.737257,3.1780538303479458,6.7938808447812935,2.772588722239781,3.295836866004329,0.418710334858185
Brazil,2004,August,Amazonas,380.0,822.41,Climate Change,17.0,0.36,18.0,"[2001, 2011)",-3.0967614,-65.8561,5.942799375126701,6.713454254027663,2.8903717578961645,2.9444389791664403,0.3074846997479606
Brazil,2004,September,Mato Grosso,110.0,465.04,Deforestation,18.0,0.23,18.0,"[2001, 2011)",-12.2115009,-55.5716547,4.709530201312334,6.14427146735174,2.9444389791664403,2.9444389791664403,0.2070141693843261
Greece,2004,September,Athens,223.0,894.44,Lightning,32.0,0.7,69.0,"[2001, 2011)",37.9755648,23.7348324,5.41164605185504,6.797315217581012,3.49650756146648,4.248495242049359,0.5306282510621704
Greece,2004,August,Crete,61.0,246.2,Human,35.0,0.27,3.0,"[2001, 2011)",35.3084952,24.4633423,4.127134385045092,5.510197725583535,3.58351893845611,1.3862943611198906,0.2390169004704999
Australia,2004,July,New South Wales,91.0,168.93,Climate Change,21.0,0.48,34.0,"[2001, 2011)",-31.8759835,147.2869493,4.5217885770490405,5.135386587546014,3.091042453358316,3.5553480614894135,0.3920420877760237
Australia,2004,May,Victoria,452.0,349.19,Human,40.0,0.89,28.0,"[2001, 2011)",-36.5986096,144.6780052,6.115892125483034,5.858475864332681,3.713572066704308,3.367295829986474,0.636576829071551
Portugal,2004,July,Lisbon,119.0,965.62,Human,49.0,0.73,24.0,"[2001, 2011)",38.7077507,-9.1365919,4.787491742782046,6.87380545027907,3.912023005428146,3.218875824868201,0.5481214085096876
Portugal,2004,May,Porto,37.0,710.04,Lightning,38.0,0.92,25.0,"[2001, 2011)",41.1502195,-8.6103497,3.6375861597263857,6.56672868701121,3.6635616461296463,3.258096538021482,0.6523251860396903
Italy,2004,July,Sicily,43.0,540.48,Human,45.0,0.29,28.0,"[2001, 2011)",37.587794,14.155048,3.784189633918261,6.294306131317586,3.828641396489095,3.367295829986474,0.2546422183735807
Italy,2004,July,Sardinia,457.0,683.03,Human,33.0,0.2,12.0,"[2001, 2011)",40.0912813,9.0305773,6.126869184114185,6.528001776309867,3.5263605246161616,2.5649493574615367,0.1823215567939546
Russia,2004,July,Siberia,206.0,514.15,Climate Change,37.0,0.59,26.0,"[2001, 2011)",61.0137,99.1967,5.332718793265369,6.244458120391077,3.6375861597263857,3.295836866004329,0.4637340162321401
Russia,2004,September,Far East,236.0,143.84,Lightning,26.0,0.92,22.0,"[2001, 2011)",63.3109,135.0,5.4680601411351315,4.975629684897441,3.295836866004329,3.1354942159291497,0.6523251860396903
Canada,2004,September,British Columbia,439.0,836.76,Unknown,37.0,0.37,9.0,"[2001, 2011)",55.001251,-125.002441,6.0867747269123065,6.73073166328148,3.6375861597263857,2.302585092994046,0.3148107398400335
Canada,2004,June,Alberta,81.0,266.64,Human,24.0,0.67,15.0,"[2001, 2011)",55.001251,-115.002136,4.406719247264253,5.589642793914616,3.218875824868201,2.772588722239781,0.5128236264286637
France,2004,October,Corsica,79.0,386.73,Deforestation,43.0,0.57,53.0,"[2001, 2011)",42.188098,9.0683139,4.382026634673881,5.960309221100326,3.784189633918261,3.9889840465642745,0.4510756193602167
France,2004,October,Provence,117.0,64.93,Human,34.0,0.58,12.0,"[2001, 2011)",44.0145,6.2116,4.770684624465665,4.188593573125209,3.5553480614894135,2.5649493574615367,0.4574248470388754
China,2004,August,Yunnan,285.0,451.15,Lightning,41.0,0.87,59.0,"[2001, 2011)",25.0453,102.7097,5.655991810819852,6.1140139831864895,3.737669618283368,4.0943445622221,0.6259384308664953
China,2004,September,Sichuan,489.0,242.18,Deforestation,42.0,0.43,12.0,"[2001, 2011)",30.6509,104.0757,6.194405391104672,5.493801909868272,3.7612001156935624,2.5649493574615367,0.3576744442718159
India,2004,July,Madhya Pradesh,146.0,140.87,Unknown,16.0,0.61,61.0,"[2001, 2011)",22.9734,78.6569,4.990432586778736,4.954911145323894,2.833213344056216,4.127134385045092,0.4762341789963716
India,2004,August,Assam,26.0,701.15,Unknown,43.0,0.62,66.0,"[2001, 2011)",26.2006,92.9376,3.295836866004329,6.554147056414189,3.784189633918261,4.204692619390966,0.4824261492442927
Turkey,2005,June,Mugla,162.0,564.95,Deforestation,18.0,0.83,45.0,"[2001, 2011)",37.2154,28.3634,5.093750200806762,6.338505735078429,2.9444389791664403,3.828641396489095,0.6043159668533296
Turkey,2005,August,Antalya,378.0,871.3,Climate Change,35.0,0.14,31.0,"[2001, 2011)",36.8969,30.7133,5.937536205082426,6.771133401439172,3.58351893845611,3.4657359027997265,0.1310282624064041
Turkey,2005,August,Izmir,236.0,352.96,Deforestation,43.0,0.12,30.0,"[2001, 2011)",38.4237,27.1428,5.4680601411351315,5.86918391239915,3.784189633918261,3.4339872044851463,0.1133286853070031
Spain,2005,June,Catalonia,457.0,550.79,Human,49.0,0.54,41.0,"[2001, 2011)",41.5912,1.5209,6.126869184114185,6.3131675391108155,3.912023005428146,3.737669618283368,0.4317824164255378
Spain,2005,October,Andalusia,400.0,63.28,Climate Change,41.0,0.05,66.0,"[2001, 2011)",37.5443,4.7278,5.993961427306569,4.163248540869312,3.737669618283368,4.204692619390966,0.048790164169432
USA,2005,September,California,282.0,877.94,Unknown,34.0,0.71,15.0,"[2001, 2011)",36.7783,-118.755997,5.645446897643238,6.778716635969734,3.5553480614894135,2.772588722239781,0.5364933705145685
USA,2005,May,Texas,23.0,339.31,Lightning,18.0,0.37,44.0,"[2001, 2011)",31.9686,-98.5456116,3.1780538303479458,5.829856966911132,2.9444389791664403,3.80666248977032,0.3148107398400335
USA,2005,September,Oregon,454.0,356.0,Human,45.0,0.67,7.0,"[2001, 2011)",43.8041,-120.737257,6.12029741895095,5.877735781779639,3.828641396489095,2.0794415416798357,0.5128236264286637
Brazil,2005,August,Amazonas,376.0,14.74,Deforestation,17.0,0.63,14.0,"[2001, 2011)",-3.0967614,-65.8561,5.932245187448011,2.756205242989257,2.8903717578961645,2.70805020110221,0.4885800148186709
Brazil,2005,September,Mato Grosso,324.0,243.71,Climate Change,27.0,0.08,34.0,"[2001, 2011)",-12.2115009,-55.5716547,5.783825182329737,5.500073835980599,3.332204510175204,3.5553480614894135,0.0769610411361283
Greece,2005,September,Athens,313.0,209.36,Human,43.0,0.63,41.0,"[2001, 2011)",37.9755648,23.7348324,5.749392985908253,5.348820348721143,3.784189633918261,3.737669618283368,0.4885800148186709
Greece,2005,July,Crete,310.0,994.63,Climate Change,32.0,0.24,6.0,"[2001, 2011)",35.3084952,24.4633423,5.739792912179234,6.903375702622826,3.49650756146648,1.9459101490553132,0.2151113796169455
Australia,2005,June,New South Wales,384.0,166.51,Human,33.0,0.91,27.0,"[2001, 2011)",-31.8759835,147.2869493,5.953243334287785,5.1210430509755955,3.5263605246161616,3.332204510175204,0.6471032420585385
Australia,2005,May,Victoria,289.0,413.74,Lightning,33.0,0.66,49.0,"[2001, 2011)",-36.5986096,144.6780052,5.66988092298052,6.027651817869694,3.5263605246161616,3.912023005428146,0.5068176023684519
Portugal,2005,October,Lisbon,278.0,305.01,Unknown,41.0,0.1,60.0,"[2001, 2011)",38.7077507,-9.1365919,5.631211781821365,5.723617781156972,3.737669618283368,4.110873864173311,0.0953101798043248
Portugal,2005,October,Porto,35.0,135.16,Climate Change,32.0,0.91,24.0,"[2001, 2011)",41.1502195,-8.6103497,3.58351893845611,4.913830664825064,3.49650756146648,3.218875824868201,0.6471032420585385
Italy,2005,August,Sicily,168.0,618.2,Lightning,34.0,0.09,19.0,"[2001, 2011)",37.587794,14.155048,5.1298987149230735,6.428428322275518,3.5553480614894135,2.995732273553991,0.0861776962410523
Italy,2005,June,Sardinia,236.0,436.52,Deforestation,15.0,0.67,42.0,"[2001, 2011)",40.0912813,9.0305773,5.4680601411351315,6.081122419038517,2.772588722239781,3.7612001156935624,0.5128236264286637
Russia,2005,June,Siberia,388.0,506.39,Deforestation,16.0,0.5,9.0,"[2001, 2011)",61.0137,99.1967,5.963579343618446,6.22927993865406,2.833213344056216,2.302585092994046,0.4054651081081644
Russia,2005,October,Far East,328.0,14.16,Climate Change,27.0,0.77,46.0,"[2001, 2011)",63.3109,135.0,5.796057750765372,2.7186603802142257,3.332204510175204,3.8501476017100584,0.5709795465857378
Canada,2005,September,British Columbia,301.0,773.71,Unknown,16.0,0.66,20.0,"[2001, 2011)",55.001251,-125.002441,5.71042701737487,6.652488765777084,2.833213344056216,3.044522437723423,0.5068176023684519
Canada,2005,October,Alberta,404.0,609.87,Climate Change,19.0,0.27,63.0,"[2001, 2011)",55.001251,-115.002136,6.003887067106539,6.414884170576261,2.995732273553991,4.1588830833596715,0.2390169004704999
France,2005,October,Corsica,419.0,746.48,Human,17.0,0.3,14.0,"[2001, 2011)",42.188098,9.0683139,6.040254711277414,6.616707549054055,2.8903717578961645,2.70805020110221,0.262364264467491
