Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude
Australia,2006,May,Victoria,399,481.01,Lightning,36,0.65,27,"[2001, 2011)",-36.5986096,144.6780052
Portugal,2006,August,Lisbon,164,587.02,Climate Change,40,0.75,34,"[2001, 2011)",38.7077507,-9.1365919
Portugal,2006,May,Porto,99,474.24,Climate Change,25,0.36,65,"[2001, 2011)",41.1502195,-8.6103497
Italy,2006,August,Sicily,294,757.3,Lightning,22,0.7,22,"[2001, 2011)",37.587794,14.155048
Italy,2006,September,Sardinia,74,105.85,Deforestation,30,0.77,36,"[2001, 2011)",40.0912813,9.0305773
Russia,2006,July,Siberia,175,196.65,Lightning,24,0.78,21,"[2001, 2011)",61.0137,99.1967
Russia,2006,May,Far East,266,847.6,Deforestation,16,0.42,34,"[2001, 2011)",63.3109,135
Canada,2006,July,British Columbia,104,21.82,Climate Change,36,0.72,18,"[2001, 2011)",55.001251,-125.002441
Canada,2006,September,Alberta,217,633.88,Climate Change,44,0.46,8,"[2001, 2011)",55.001251,-115.002136
France,2006,May,Corsica,384,545.7,Deforestation,38,0.23,42,"[2001, 2011)",42.188098,9.0683139
France,2006,June,Provence,154,677.35,Deforestation,41,0.1,26,"[2001, 2011)",44.0145,6.2116
China,2006,June,Yunnan,14,699.33,Lightning,19,0.9,69,"[2001, 2011)",25.0453,102.7097
China,2006,June,Sichuan,331,462.29,Human,25,0.57,51,"[2001, 2011)",30.6509,104.0757
India,2006,August,Madhya Pradesh,128,215.83,Human,39,0.89,30,"[2001, 2011)",22.9734,78.6569
India,2006,October,Assam,487,71.12,Unknown,43,0.92,60,"[2001, 2011)",26.2006,92.9376
Turkey,2007,October,Mugla,356,96.15,Lightning,34,0.61,65,"[2001, 2011)",37.2154,28.3634
Turkey,2007,August,Antalya,359,93,Human,41,0.21,64,"[2001, 2011)",36.8969,30.7133
Turkey,2007,July,Izmir,68,318.34,Lightning,16,0.58,30,"[2001, 2011)",38.4237,27.1428
Spain,2007,September,Catalonia,220,590.67,Human,23,0.31,57,"[2001, 2011)",41.5912,1.5209
Spain,2007,May,Andalusia,385,920.81,Climate Change,39,0.47,23,"[2001, 2011)",37.5443,4.7278
USA,2007,July,California,165,387.82,Lightning,33,0.49,46,"[2001, 2011)",36.7783,-118.755997
USA,2007,June,Texas,74,521.34,Unknown,17,0.17,64,"[2001, 2011)",31.9686,-98.5456116
USA,2007,September,Oregon,253,460.52,Climate Change,45,0.21,10,"[2001, 2011)",43.8041,-120.737257
Brazil,2007,September,Amazonas,324,992.28,Climate Change,28,0.79,26,"[2001, 2011)",-3.0967614,-65.8561
Brazil,2007,June,Mato Grosso,82,613.4,Human,17,0.94,2,"[2001, 2011)",-12.2115009,-55.5716547
Greece,2007,July,Athens,489,683.3,Unknown,17,0.57,33,"[2001, 2011)",37.9755648,23.7348324
Greece,2007,August,Crete,177,678.62,Climate Change,32,0.05,22,"[2001, 2011)",35.3084952,24.4633423
Australia,2007,August,New South Wales,372,697.47,Unknown,36,0.87,2,"[2001, 2011)",-31.8759835,147.2869493
Australia,2007,August,Victoria,248,496.77,Lightning,20,0.07,45,"[2001, 2011)",-36.5986096,144.6780052
Portugal,2007,July,Lisbon,439,508.11,Unknown,46,0.17,44,"[2001, 2011)",38.7077507,-9.1365919
Portugal,2007,August,Porto,127,903.23,Unknown,16,0.72,61,"[2001, 2011)",41.1502195,-8.6103497
Italy,2007,May,Sicily,392,245.48,Human,44,0.09,13,"[2001, 2011)",37.587794,14.155048
Italy,2007,October,Sardinia,164,771.93,Human,31,0.62,41,"[2001, 2011)",40.0912813,9.0305773
Russia,2007,August,Siberia,371,708.83,Deforestation,43,0.89,53,"[2001, 2011)",61.0137,99.1967
Russia,2007,August,Far East,149,628.4,Lightning,48,0.79,21,"[2001, 2011)",63.3109,135
Canada,2007,May,British Columbia,185,790.61,Human,43,0.05,60,"[2001, 2011)",55.001251,-125.002441
Canada,2007,October,Alberta,204,721.24,Lightning,25,0.19,36,"[2001, 2011)",55.001251,-115.002136
France,2007,September,Corsica,49,77.36,Unknown,27,0.38,39,"[2001, 2011)",42.188098,9.0683139
France,2007,October,Provence,368,284.55,Climate Change,20,0.25,29,"[2001, 2011)",44.0145,6.2116
China,2007,July,Yunnan,27,147.1,Climate Change,25,0.54,59,"[2001, 2011)",25.0453,102.7097
China,2007,August,Sichuan,24,461.59,Unknown,42,0.76,54,"[2001, 2011)",30.6509,104.0757
India,2007,July,Madhya Pradesh,345,267.27,Human,39,0.38,10,"[2001, 2011)",22.9734,78.6569
India,2007,June,Assam,260,338.38,Climate Change,23,0.84,5,"[2001, 2011)",26.2006,92.9376
Turkey,2008,June,Mugla,267,582.26,Human,25,0.56,8,"[2001, 2011)",37.2154,28.3634
Turkey,2008,July,Antalya,49,96.93,Climate Change,42,0.07,15,"[2001, 2011)",36.8969,30.7133
Turkey,2008,June,Izmir,289,941.97,Climate Change,38,0.5,13,"[2001, 2011)",38.4237,27.1428
Spain,2008,September,Catalonia,305,986.91,Lightning,27,0.08,24,"[2001, 2011)",41.5912,1.5209
Spain,2008,October,Andalusia,58,737.73,Climate Change,28,0.32,68,"[2001, 2011)",37.5443,4.7278
USA,2008,September,California,104,642.02,Unknown,23,0.21,50,"[2001, 2011)",36.7783,-118.755997
USA,2008,August,Texas,82,958.89,Climate Change,27,0.49,54,"[2001, 2011)",31.9686,-98.5456116
USA,2008,May,Oregon,307,257.42,Unknown,34,0.79,29,"[2001, 2011)",43.8041,-120.737257
Brazil,2008,September,Amazonas,429,385.93,Human,47,0.4,34,"[2001, 2011)",-3.0967614,-65.8561
Brazil,2008,May,Mato Grosso,496,784.14,Deforestation,35,0.37,68,"[2001, 2011)",-12.2115009,-55.5716547
Greece,2008,October,Athens,467,890.92,Lightning,36,0.69,48,"[2001, 2011)",37.9755648,23.7348324
Greece,2008,July,Crete,377,220.71,Unknown,30,0.63,15,"[2001, 2011)",35.3084952,24.4633423
Australia,2008,June,New South Wales,388,664.58,Human,48,0.6,50,"[2001, 2011)",-31.8759835,147.2869493
Australia,2008,June,Victoria,192,759.88,Climate Change,21,0.1,9,"[2001, 2011)",-36.5986096,144.6780052
Portugal,2008,September,Lisbon,403,696.29,Deforestation,24,0.07,47,"[2001, 2011)",38.7077507,-9.1365919
Portugal,2008,October,Porto,71,274.28,Human,33,0.66,58,"[2001, 2011)",41.1502195,-8.6103497
Italy,2008,July,Sicily,92,399.83,Climate Change,30,0.2,53,"[2001, 2011)",37.587794,14.155048
Italy,2008,September,Sardinia,216,738.68,Deforestation,27,0.08,44,"[2001, 2011)",40.0912813,9.0305773
Russia,2008,May,Siberia,92,580.48,Unknown,36,0.57,26,"[2001, 2011)",61.0137,99.1967
Russia,2008,May,Far East,263,642.2,Climate Change,45,0.17,19,"[2001, 2011)",63.3109,135
Canada,2008,September,British Columbia,175,289.33,Human,35,0.4,55,"[2001, 2011)",55.001251,-125.002441
Canada,2008,July,Alberta,374,759.27,Deforestation,26,0.15,49,"[2001, 2011)",55.001251,-115.002136
France,2008,September,Corsica,224,17.34,Unknown,29,0.2,48,"[2001, 2011)",42.188098,9.0683139
France,2008,July,Provence,291,260.31,Human,49,0.8,62,"[2001, 2011)",44.0145,6.2116
China,2008,September,Yunnan,478,798.98,Lightning,28,0.08,18,"[2001, 2011)",25.0453,102.7097
China,2008,September,Sichuan,412,969.16,Human,26,0.15,30,"[2001, 2011)",30.6509,104.0757
India,2008,October,Madhya Pradesh,313,371.39,Unknown,41,0.9,67,"[2001, 2011)",22.9734,78.6569
India,2008,August,Assam,180,332.17,Deforestation,21,0.61,4,"[2001, 2011)",26.2006,92.9376
Turkey,2009,May,Mugla,365,103.47,Lightning,29,0.34,47,"[2001, 2011)",37.2154,28.3634
Turkey,2009,June,Antalya,375,196.64,Deforestation,40,0.82,32,"[2001, 2011)",36.8969,30.7133
Turkey,2009,October,Izmir,300,765.88,Deforestation,32,0.4,51,"[2001, 2011)",38.4237,27.1428
Spain,2009,September,Catalonia,428,830.46,Lightning,21,0.35,66,"[2001, 2011)",41.5912,1.5209
Spain,2009,October,Andalusia,81,239.1,Climate Change,49,0.19,22,"[2001, 2011)",37.5443,4.7278
USA,2009,October,California,343,20.47,Unknown,27,0.83,52,"[2001, 2011)",36.7783,-118.755997
USA,2009,July,Texas,354,180.77,Unknown,16,0.29,12,"[2001, 2011)",31.9686,-98.5456116
USA,2009,May,Oregon,308,393.8,Lightning,31,0.34,36,"[2001, 2011)",43.8041,-120.737257
Brazil,2009,June,Amazonas,23,84.01,Climate Change,48,0.36,7,"[2001, 2011)",-3.0967614,-65.8561
Brazil,2009,July,Mato Grosso,401,364.26,Deforestation,21,0.49,46,"[2001, 2011)",-12.2115009,-55.5716547
Greece,2009,September,Athens,325,403.85,Deforestation,43,0.88,62,"[2001, 2011)",37.9755648,23.7348324
Greece,2009,May,Crete,155,760.98,Deforestation,49,0.26,34,"[2001, 2011)",35.3084952,24.4633423
Australia,2009,September,New South Wales,360,462.23,Deforestation,16,0.21,66,"[2001, 2011)",-31.8759835,147.2869493
Australia,2009,June,Victoria,114,561.93,Unknown,47,0.3,36,"[2001, 2011)",-36.5986096,144.6780052
Portugal,2009,July,Lisbon,203,860.15,Human,45,0.58,68,"[2001, 2011)",38.7077507,-9.1365919
Portugal,2009,May,Porto,55,782.37,Lightning,35,0.6,38,"[2001, 2011)",41.1502195,-8.6103497
Italy,2009,May,Sicily,407,585.91,Climate Change,35,0.82,54,"[2001, 2011)",37.587794,14.155048
Italy,2009,September,Sardinia,451,960.33,Climate Change,33,0.79,3,"[2001, 2011)",40.0912813,9.0305773
Russia,2009,May,Siberia,138,647.68,Human,19,0.45,63,"[2001, 2011)",61.0137,99.1967
Russia,2009,October,Far East,363,146.25,Unknown,41,0.54,53,"[2001, 2011)",63.3109,135
Canada,2009,May,British Columbia,450,805.83,Unknown,30,0.58,6,"[2001, 2011)",55.001251,-125.002441
Canada,2009,May,Alberta,166,716.21,Unknown,45,0.24,64,"[2001, 2011)",55.001251,-115.002136
France,2009,July,Corsica,418,26,Lightning,20,0.07,50,"[2001, 2011)",42.188098,9.0683139
France,2009,June,Provence,284,167.83,Human,29,0.42,45,"[2001, 2011)",44.0145,6.2116
China,2009,June,Yunnan,475,939.7,Climate Change,36,0.68,49,"[2001, 2011)",25.0453,102.7097
China,2009,September,Sichuan,229,290.49,Deforestation,31,0.9,6,"[2001, 2011)",30.6509,104.0757
India,2009,September,Madhya Pradesh,349,880.41,Climate Change,31,0.21,60,"[2001, 2011)",22.9734,78.6569
India,2009,May,Assam,427,482.81,Climate Change,18,0.82,28,"[2001, 2011)",26.2006,92.9376
Turkey,2010,July,Mugla,76,466.8,Unknown,35,0.61,43,"[2001, 2011)",37.2154,28.3634
Turkey,2010,October,Antalya,436,408.3,Human,26,0.39,17,"[2001, 2011)",36.8969,30.7133
Turkey,2010,August,Izmir,70,295.02,Human,34,0.89,9,"[2001, 2011)",38.4237,27.1428
Spain,2010,June,Catalonia,253,630.93,Lightning,16,0.8,52,"[2001, 2011)",41.5912,1.5209
Spain,2010,June,Andalusia,207,220.01,Lightning,44,0.6,43,"[2001, 2011)",37.5443,4.7278
USA,2010,August,California,235,987.98,Deforestation,16,0.16,22,"[2001, 2011)",36.7783,-118.755997
USA,2010,September,Texas,459,569.99,Deforestation,36,0.77,13,"[2001, 2011)",31.9686,-98.5456116
USA,2010,May,Oregon,204,358.44,Unknown,18,0.18,15,"[2001, 2011)",43.8041,-120.737257
Brazil,2010,May,Amazonas,77,875.72,Lightning,31,0.72,61,"[2001, 2011)",-3.0967614,-65.8561
Brazil,2010,September,Mato Grosso,370,350.46,Climate Change,39,0.25,13,"[2001, 2011)",-12.2115009,-55.5716547
Greece,2010,October,Athens,5,355.55,Human,21,0.14,16,"[2001, 2011)",37.9755648,23.7348324
Greece,2010,July,Crete,444,23.21,Climate Change,37,0.17,28,"[2001, 2011)",35.3084952,24.4633423
Australia,2010,May,New South Wales,213,800.21,Climate Change,27,0.16,30,"[2001, 2011)",-31.8759835,147.2869493
Australia,2010,September,Victoria,88,331.43,Deforestation,47,0.46,16,"[2001, 2011)",-36.5986096,144.6780052
Portugal,2010,August,Lisbon,453,859.98,Climate Change,33,0.55,35,"[2001, 2011)",38.7077507,-9.1365919
Portugal,2010,August,Porto,241,770.39,Lightning,36,0.52,41,"[2001, 2011)",41.1502195,-8.6103497
Italy,2010,June,Sicily,227,463.75,Deforestation,31,0.87,56,"[2001, 2011)",37.587794,14.155048
Italy,2010,June,Sardinia,371,292.52,Unknown,27,0.77,36,"[2001, 2011)",40.0912813,9.0305773
Russia,2010,June,Siberia,20,67.09,Lightning,46,0.11,47,"[2001, 2011)",61.0137,99.1967
Russia,2010,September,Far East,278,539.3,Lightning,38,0.82,51,"[2001, 2011)",63.3109,135
Canada,2010,September,British Columbia,498,926.01,Lightning,36,0.78,39,"[2001, 2011)",55.001251,-125.002441
Canada,2010,May,Alberta,238,875.14,Human,15,0.82,37,"[2001, 2011)",55.001251,-115.002136
France,2010,August,Corsica,358,73.02,Unknown,37,0.5,62,"[2001, 2011)",42.188098,9.0683139
France,2010,May,Provence,221,311.01,Deforestation,29,0.67,5,"[2001, 2011)",44.0145,6.2116
China,2010,June,Yunnan,490,565.92,Lightning,15,0.26,12,"[2001, 2011)",25.0453,102.7097
China,2010,October,Sichuan,234,883.28,Deforestation,40,0.55,59,"[2001, 2011)",30.6509,104.0757
India,2010,September,Madhya Pradesh,267,9.18,Deforestation,37,0.94,10,"[2001, 2011)",22.9734,78.6569
India,2010,October,Assam,298,572.98,Climate Change,21,0.15,51,"[2001, 2011)",26.2006,92.9376
Turkey,2011,July,Mugla,301,120.32,Climate Change,30,0.2,45,"[2011, 2021)",37.2154,28.3634
Turkey,2011,June,Antalya,495,730.44,Lightning,33,0.55,67,"[2011, 2021)",36.8969,30.7133
Turkey,2011,July,Izmir,242,607.61,Human,42,0.42,29,"[2011, 2021)",38.4237,27.1428
Spain,2011,July,Catalonia,45,659.27,Unknown,37,0.7,11,"[2011, 2021)",41.5912,1.5209
Spain,2011,October,Andalusia,204,321.78,Climate Change,43,0.67,23,"[2011, 2021)",37.5443,4.7278
USA,2011,June,California,24,305.96,Lightning,24,0.83,38,"[2011, 2021)",36.7783,-118.755997
USA,2011,July,Texas,92,214.1,Climate Change,29,0.83,38,"[2011, 2021)",31.9686,-98.5456116
USA,2011,September,Oregon,146,129.42,Unknown,35,0.88,34,"[2011, 2021)",43.8041,-120.737257
Brazil,2011,July,Amazonas,364,268.1,Unknown,37,0.39,26,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2011,October,Mato Grosso,140,460.39,Lightning,42,0.32,13,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2011,June,Athens,191,885.84,Unknown,18,0.45,46,"[2011, 2021)",37.9755648,23.7348324
Greece,2011,September,Crete,115,403.25,Climate Change,21,0.36,24,"[2011, 2021)",35.3084952,24.4633423
Australia,2011,May,New South Wales,204,54.61,Climate Change,48,0.52,30,"[2011, 2021)",-31.8759835,147.2869493
Australia,2011,September,Victoria,27,751.45,Climate Change,19,0.56,41,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2011,July,Lisbon,338,955.79,Human,16,0.39,46,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2011,May,Porto,127,298.3,Lightning,42,0.76,33,"[2011, 2021)",41.1502195,-8.6103497
Italy,2011,August,Sicily,113,27.84,Deforestation,31,0.78,5,"[2011, 2021)",37.587794,14.155048
Italy,2011,October,Sardinia,265,182.13,Lightning,41,0.28,30,"[2011, 2021)",40.0912813,9.0305773
Russia,2011,July,Siberia,150,345.26,Climate Change,18,0.37,43,"[2011, 2021)",61.0137,99.1967
Russia,2011,August,Far East,183,442.56,Unknown,34,0.89,68,"[2011, 2021)",63.3109,135
Canada,2011,May,British Columbia,328,171.85,Lightning,25,0.84,60,"[2011, 2021)",55.001251,-125.002441
Canada,2011,August,Alberta,394,565.14,Climate Change,37,0.56,5,"[2011, 2021)",55.001251,-115.002136
France,2011,September,Corsica,430,31.44,Unknown,47,0.46,30,"[2011, 2021)",42.188098,9.0683139
France,2011,September,Provence,407,940.07,Unknown,30,0.09,47,"[2011, 2021)",44.0145,6.2116
China,2011,August,Yunnan,177,285.36,Climate Change,36,0.34,24,"[2011, 2021)",25.0453,102.7097
China,2011,September,Sichuan,67,986.24,Deforestation,44,0.86,53,"[2011, 2021)",30.6509,104.0757
India,2011,May,Madhya Pradesh,43,425.48,Deforestation,21,0.31,29,"[2011, 2021)",22.9734,78.6569
India,2011,August,Assam,442,579.22,Climate Change,22,0.74,5,"[2011, 2021)",26.2006,92.9376
Turkey,2012,October,Mugla,495,823.09,Unknown,20,0.4,40,"[2011, 2021)",37.2154,28.3634
Turkey,2012,June,Antalya,140,947.06,Deforestation,30,0.69,60,"[2011, 2021)",36.8969,30.7133
Turkey,2012,June,Izmir,11,765.89,Unknown,31,0.16,47,"[2011, 2021)",38.4237,27.1428
Spain,2012,July,Catalonia,292,734.75,Deforestation,40,0.82,62,"[2011, 2021)",41.5912,1.5209
Spain,2012,September,Andalusia,321,27.73,Unknown,42,0.59,2,"[2011, 2021)",37.5443,4.7278
USA,2012,September,California,367,530.3,Human,39,0.2,14,"[2011, 2021)",36.7783,-118.755997
USA,2012,August,Texas,112,76.87,Unknown,33,0.51,21,"[2011, 2021)",31.9686,-98.5456116
USA,2012,June,Oregon,442,693.31,Human,25,0.9,35,"[2011, 2021)",43.8041,-120.737257
Brazil,2012,September,Amazonas,498,181.85,Unknown,42,0.43,44,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2012,July,Mato Grosso,119,975.38,Lightning,32,0.94,43,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2012,September,Athens,362,982.03,Unknown,33,0.18,15,"[2011, 2021)",37.9755648,23.7348324
Greece,2012,June,Crete,417,637.96,Lightning,23,0.69,69,"[2011, 2021)",35.3084952,24.4633423
Australia,2012,June,New South Wales,331,182.86,Lightning,33,0.07,9,"[2011, 2021)",-31.8759835,147.2869493
Australia,2012,September,Victoria,246,978.64,Unknown,23,0.23,13,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2012,July,Lisbon,233,332.35,Lightning,39,0.49,49,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2012,June,Porto,85,213.91,Deforestation,47,0.82,29,"[2011, 2021)",41.1502195,-8.6103497
Italy,2012,June,Sicily,187,155.75,Lightning,29,0.65,12,"[2011, 2021)",37.587794,14.155048
Italy,2012,August,Sardinia,147,843.85,Lightning,29,0.67,44,"[2011, 2021)",40.0912813,9.0305773
Russia,2012,June,Siberia,320,556.35,Deforestation,29,0.33,41,"[2011, 2021)",61.0137,99.1967
Russia,2012,May,Far East,218,897.1,Human,47,0.66,9,"[2011, 2021)",63.3109,135
Canada,2012,July,British Columbia,61,601.35,Unknown,33,0.28,42,"[2011, 2021)",55.001251,-125.002441
Canada,2012,May,Alberta,470,356.52,Unknown,24,0.82,8,"[2011, 2021)",55.001251,-115.002136
France,2012,August,Corsica,346,392.64,Deforestation,25,0.4,61,"[2011, 2021)",42.188098,9.0683139
France,2012,September,Provence,356,208.33,Deforestation,31,0.9,47,"[2011, 2021)",44.0145,6.2116
China,2012,June,Yunnan,88,749.68,Deforestation,48,0.25,16,"[2011, 2021)",25.0453,102.7097
China,2012,September,Sichuan,106,990.6,Deforestation,19,0.27,15,"[2011, 2021)",30.6509,104.0757
India,2012,June,Madhya Pradesh,291,289.12,Climate Change,24,0.35,44,"[2011, 2021)",22.9734,78.6569
India,2012,July,Assam,209,466.57,Lightning,49,0.72,56,"[2011, 2021)",26.2006,92.9376
Turkey,2013,September,Mugla,200,2.25,Unknown,44,0.31,40,"[2011, 2021)",37.2154,28.3634
Turkey,2013,July,Antalya,363,253.3,Deforestation,44,0.36,30,"[2011, 2021)",36.8969,30.7133
Turkey,2013,October,Izmir,222,842.94,Unknown,19,0.45,57,"[2011, 2021)",38.4237,27.1428
Spain,2013,October,Catalonia,340,913.4,Lightning,27,0.47,30,"[2011, 2021)",41.5912,1.5209
Spain,2013,June,Andalusia,138,58.2,Unknown,18,0.38,34,"[2011, 2021)",37.5443,4.7278
USA,2013,August,California,432,849.33,Unknown,45,0.84,67,"[2011, 2021)",36.7783,-118.755997
USA,2013,May,Texas,446,70.71,Lightning,20,0.64,24,"[2011, 2021)",31.9686,-98.5456116
USA,2013,August,Oregon,496,112.08,Deforestation,33,0.53,59,"[2011, 2021)",43.8041,-120.737257
Brazil,2013,July,Amazonas,139,160.93,Unknown,29,0.8,54,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2013,September,Mato Grosso,481,897.22,Climate Change,23,0.92,66,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2013,August,Athens,270,546.24,Lightning,29,0.13,14,"[2011, 2021)",37.9755648,23.7348324
Greece,2013,May,Crete,397,181.5,Human,39,0.92,37,"[2011, 2021)",35.3084952,24.4633423
Australia,2013,May,New South Wales,24,846.6,Unknown,40,0.23,61,"[2011, 2021)",-31.8759835,147.2869493
Australia,2013,September,Victoria,372,747.16,Unknown,36,0.23,54,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2013,October,Lisbon,340,425.23,Climate Change,45,0.57,35,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2013,August,Porto,399,72.39,Deforestation,21,0.53,61,"[2011, 2021)",41.1502195,-8.6103497
Italy,2013,May,Sicily,307,464.23,Unknown,29,0.31,23,"[2011, 2021)",37.587794,14.155048
Italy,2013,September,Sardinia,493,225.47,Lightning,29,0.51,28,"[2011, 2021)",40.0912813,9.0305773
Russia,2013,July,Siberia,473,813.92,Human,25,0.63,11,"[2011, 2021)",61.0137,99.1967
Russia,2013,May,Far East,293,343.53,Climate Change,22,0.37,8,"[2011, 2021)",63.3109,135
Canada,2013,June,British Columbia,331,178.98,Human,21,0.88,19,"[2011, 2021)",55.001251,-125.002441
Canada,2013,September,Alberta,175,512.76,Climate Change,28,0.25,58,"[2011, 2021)",55.001251,-115.002136
France,2013,July,Corsica,306,348.13,Deforestation,38,0.09,43,"[2011, 2021)",42.188098,9.0683139
France,2013,October,Provence,480,903.17,Deforestation,46,0.92,7,"[2011, 2021)",44.0145,6.2116
China,2013,June,Yunnan,498,302.46,Climate Change,48,0.11,59,"[2011, 2021)",25.0453,102.7097
China,2013,September,Sichuan,419,342.2,Climate Change,27,0.85,41,"[2011, 2021)",30.6509,104.0757
India,2013,August,Madhya Pradesh,290,232.84,Climate Change,31,0.05,32,"[2011, 2021)",22.9734,78.6569
India,2013,July,Assam,369,525.63,Climate Change,29,0.6,61,"[2011, 2021)",26.2006,92.9376
Turkey,2014,July,Mugla,6,523.87,Climate Change,41,0.72,14,"[2011, 2021)",37.2154,28.3634
Turkey,2014,May,Antalya,345,444.1,Human,29,0.82,38,"[2011, 2021)",36.8969,30.7133
Turkey,2014,October,Izmir,225,854.98,Lightning,21,0.13,5,"[2011, 2021)",38.4237,27.1428
Spain,2014,June,Catalonia,124,962.23,Deforestation,47,0.36,45,"[2011, 2021)",41.5912,1.5209
Spain,2014,September,Andalusia,242,85.84,Deforestation,42,0.71,61,"[2011, 2021)",37.5443,4.7278
USA,2014,July,California,40,815.56,Deforestation,22,0.54,42,"[2011, 2021)",36.7783,-118.755997
USA,2014,September,Texas,249,677.96,Climate Change,36,0.82,56,"[2011, 2021)",31.9686,-98.5456116
USA,2014,October,Oregon,200,537.49,Human,26,0.45,43,"[2011, 2021)",43.8041,-120.737257
Brazil,2014,September,Amazonas,448,577.49,Human,33,0.4,49,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2014,May,Mato Grosso,396,741.89,Human,26,0.35,13,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2014,May,Athens,198,499.03,Deforestation,21,0.65,59,"[2011, 2021)",37.9755648,23.7348324
Greece,2014,June,Crete,17,51.44,Unknown,15,0.53,36,"[2011, 2021)",35.3084952,24.4633423
Australia,2014,October,New South Wales,99,181.64,Deforestation,24,0.38,5,"[2011, 2021)",-31.8759835,147.2869493
Australia,2014,September,Victoria,33,485.29,Deforestation,27,0.63,62,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2014,August,Lisbon,326,672.78,Climate Change,23,0.24,22,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2014,May,Porto,16,181.01,Deforestation,19,0.64,54,"[2011, 2021)",41.1502195,-8.6103497
Italy,2014,August,Sicily,210,696.51,Lightning,33,0.21,55,"[2011, 2021)",37.587794,14.155048
Italy,2014,June,Sardinia,72,60.22,Human,27,0.37,16,"[2011, 2021)",40.0912813,9.0305773
Russia,2014,July,Siberia,416,969.24,Human,21,0.09,58,"[2011, 2021)",61.0137,99.1967
Russia,2014,October,Far East,486,166.51,Unknown,21,0.44,60,"[2011, 2021)",63.3109,135
Canada,2014,July,British Columbia,224,214.7,Lightning,23,0.1,66,"[2011, 2021)",55.001251,-125.002441
Canada,2014,July,Alberta,462,35.92,Unknown,37,0.37,10,"[2011, 2021)",55.001251,-115.002136
France,2014,September,Corsica,209,342.39,Deforestation,21,0.3,17,"[2011, 2021)",42.188098,9.0683139
France,2014,June,Provence,222,699.1,Unknown,15,0.89,46,"[2011, 2021)",44.0145,6.2116
China,2014,May,Yunnan,41,467.78,Human,16,0.67,44,"[2011, 2021)",25.0453,102.7097
China,2014,August,Sichuan,360,635.28,Climate Change,39,0.12,35,"[2011, 2021)",30.6509,104.0757
India,2014,May,Madhya Pradesh,356,806.06,Deforestation,39,0.07,46,"[2011, 2021)",22.9734,78.6569
India,2014,June,Assam,440,812.19,Unknown,49,0.38,9,"[2011, 2021)",26.2006,92.9376
Turkey,2015,July,Mugla,212,403.54,Lightning,39,0.62,49,"[2011, 2021)",37.2154,28.3634
Turkey,2015,May,Antalya,12,703.67,Climate Change,48,0.92,30,"[2011, 2021)",36.8969,30.7133
Turkey,2015,October,Izmir,263,388.9,Unknown,25,0.36,60,"[2011, 2021)",38.4237,27.1428
Spain,2015,June,Catalonia,144,964.2,Lightning,21,0.7,41,"[2011, 2021)",41.5912,1.5209
Spain,2015,October,Andalusia,163,14.76,Unknown,44,0.35,35,"[2011, 2021)",37.5443,4.7278
USA,2015,May,California,404,598.97,Unknown,41,0.21,5,"[2011, 2021)",36.7783,-118.755997
USA,2015,September,Texas,382,178.62,Human,36,0.56,36,"[2011, 2021)",31.9686,-98.5456116
USA,2015,August,Oregon,147,106.56,Unknown,35,0.81,48,"[2011, 2021)",43.8041,-120.737257
Brazil,2015,July,Amazonas,53,768.24,Deforestation,45,0.48,33,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2015,August,Mato Grosso,162,620.69,Climate Change,30,0.39,63,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2015,July,Athens,141,408.65,Deforestation,24,0.56,13,"[2011, 2021)",37.9755648,23.7348324
Greece,2015,October,Crete,391,537.26,Deforestation,22,0.94,24,"[2011, 2021)",35.3084952,24.4633423
Australia,2015,June,New South Wales,22,408.79,Lightning,25,0.14,4,"[2011, 2021)",-31.8759835,147.2869493
Australia,2015,October,Victoria,75,170.56,Unknown,22,0.17,13,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2015,July,Lisbon,490,763.13,Deforestation,16,0.19,50,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2015,June,Porto,43,282.85,Climate Change,39,0.55,5,"[2011, 2021)",41.1502195,-8.6103497
Italy,2015,June,Sicily,415,281.22,Lightning,43,0.73,19,"[2011, 2021)",37.587794,14.155048
Italy,2015,September,Sardinia,264,703.72,Lightning,34,0.74,21,"[2011, 2021)",40.0912813,9.0305773
